message,report_time,disaster_category,information_type,report_classification,timestamp
C6AD188D388000D38244000000000000000000000000000000000012FAEF4D8,2024-01-03T09:49:00.000Z,震度,発表,優先,2024-01-03T18:50:15+09:00
C6AD108D3900035C00001A7005306189520111800000000000000012AD044E4,2024-01-03T09:50:00.000Z,震源,発表,優先,2024-01-03T18:51:15+09:00
9AAD108D3A00035DE2001A7005306189520111800000000000000013B871824,2024-01-03T09:52:00.000Z,震源,発表,優先,2024-01-03T18:52:35+09:00
53AD188D3A0000D38244000000000000000000000000000000000010C501028,2024-01-03T09:52:00.000Z,震度,発表,優先,2024-01-03T18:52:55+09:00
9AAD108D5600035C00001AAA052861894C01115000000000000000101222C74,2024-01-03T10:44:00.000Z,震源,発表,優先,2024-01-03T19:44:59+09:00
9AAD108D7980035C00001AF005266189580112600000000000000013699A2B8,2024-01-03T11:51:00.000Z,震源,発表,優先,2024-01-03T20:51:59+09:00
53AD108DD180035C00001BA1052A618952011200000000000000001225A0C3C,2024-01-03T14:35:00.000Z,震源,発表,優先,2024-01-03T23:35:55+09:00
53AD188DF30000DF2244000000000000000000000000000000000011931E9FC,2024-01-03T15:38:00.000Z,震度,発表,優先,2024-01-04T00:38:43+09:00
9AAD108DF380035C00001BE405307BC95E0112300000000000000010C46E69C,2024-01-03T15:39:00.000Z,震源,発表,優先,2024-01-04T00:39:35+09:00
53AD108DF400035C00001BE405307BC95E0112300000000000000012B26C3B0,2024-01-03T15:40:00.000Z,震源,発表,優先,2024-01-04T00:41:07+09:00
C6AD188DF40000DF2244000000000000000000000000000000000013147F9B0,2024-01-03T15:40:00.000Z,震度,発表,優先,2024-01-04T00:41:15+09:00
9AAD10902680035C0000204A05296189580112600000000000000010B6C31CC,2024-01-04T01:13:00.000Z,震源,発表,優先,2024-01-04T10:13:23+09:00
9AAD10906F00035C000020DA052361895E01129000000000000000125953ADC,2024-01-04T03:30:00.000Z,震源,発表,優先,2024-01-04T12:30:23+09:00
C6AD1890D880010D7244000000000000000000000000000000000012488692C,2024-01-04T06:49:00.000Z,震度,発表,優先,2024-01-04T15:49:51+09:00
53AD1090D900035C000021AE052C61895E011290000000000000001036E4C14,2024-01-04T06:50:00.000Z,震源,発表,優先,2024-01-04T15:50:19+09:00
9AAD1090DD80035C000021B8052761894C0111500000000000000012F2E0BAC,2024-01-04T06:59:00.000Z,震源,発表,優先,2024-01-04T15:59:35+09:00
C6AD1890DD80010DC24400000000000000000000000000000000001338338D8,2024-01-04T06:59:00.000Z,震度,発表,優先,2024-01-04T15:59:39+09:00
53AD10910980035C0000221005327C897001132000000000000000136D5EFA4,2024-01-04T08:19:00.000Z,震源,発表,優先,2024-01-04T17:19:43+09:00
53AD10915700035C000022AC052061894C01115000000000000000136E25840,2024-01-04T10:46:00.000Z,震源,発表,優先,2024-01-04T19:46:55+09:00
9AAD1891E280011E2244000000000000000000000000000000000012C003E34,2024-01-04T15:05:00.000Z,震度,発表,優先,2024-01-05T00:05:59+09:00
53AD1091E300035C000023C4052C61894C01118000000000000000132310A40,2024-01-04T15:06:00.000Z,震源,発表,優先,2024-01-05T00:07:07+09:00
9AAD1091E380035C000023C4052C61894C01118000000000000000131889AF8,2024-01-04T15:07:00.000Z,震源,発表,優先,2024-01-05T00:08:11+09:00
53AD1891E380011E2244000000000000000000000000000000000013B4C18E8,2024-01-04T15:07:00.000Z,震度,発表,優先,2024-01-05T00:08:19+09:00
53AD10940E80035C0000281B002961894C01115000000000000000127E6A9D8,2024-01-05T00:29:00.000Z,震源,発表,優先,2024-01-05T09:30:07+09:00
9AAD10941C00035C00002835052761894C011150000000000000001019B80B8,2024-01-05T00:56:00.000Z,震源,発表,優先,2024-01-05T09:56:11+09:00
9AAD10942C00035C00002855052761895E011260000000000000001350478B4,2024-01-05T01:24:00.000Z,震源,発表,優先,2024-01-05T10:24:47+09:00
9AAD1094A900035C0000294F052961895E01126000000000000000101078A5C,2024-01-05T05:18:00.000Z,震源,発表,優先,2024-01-05T14:18:35+09:00
C6AD10951680035C00002A2B05237BC9460111500000000000000011703C3C8,2024-01-05T08:45:00.000Z,震源,発表,優先,2024-01-05T17:45:51+09:00
C6AD10954700035C00002A8A05297BC95E0112300000000000000010C8B48D4,2024-01-05T10:14:00.000Z,震源,発表,優先,2024-01-05T19:14:15+09:00
C6AD1895A580015A4A44000000000000000000000000000000000010A7C04F4,2024-01-05T13:11:00.000Z,震度,発表,優先,2024-01-05T22:11:15+09:00
9AAD1095A580035C00002B49052C618958011200000000000000001375BD37C,2024-01-05T13:11:00.000Z,震源,発表,優先,2024-01-05T22:11:59+09:00
9AAD1095A600035C00002B49052C6189580112000000000000000011AC068F8,2024-01-05T13:12:00.000Z,震源,発表,優先,2024-01-05T22:12:35+09:00
C6AD1895A600015A4A44000000000000000000000000000000000011D057424,2024-01-05T13:12:00.000Z,震度,発表,優先,2024-01-05T22:12:39+09:00
C6AD1095D980035C00002BB0052461895E0112900000000000000013B604804,2024-01-05T14:51:00.000Z,震源,発表,優先,2024-01-05T23:51:15+09:00
53AD189620000161DA44000000000000000000000000000000000011E110754,2024-01-05T17:00:00.000Z,震度,発表,優先,2024-01-06T02:00:55+09:00
9AAD10962080035C00002C3B052E7BC94C0111200000000000000011EE14BB4,2024-01-05T17:01:00.000Z,震源,発表,優先,2024-01-06T02:01:59+09:00
53AD10962100035C00002C3B052E7BC94C0111200000000000000010BC489C8,2024-01-05T17:02:00.000Z,震源,発表,優先,2024-01-06T02:02:43+09:00
9AAD189621000161DA44000000000000000000000000000000000010F441264,2024-01-05T17:02:00.000Z,震度,発表,優先,2024-01-06T02:02:47+09:00
9AAC88968D80932400002D1A053661998000010000000001000000134947EBC,2024-01-05T20:27:00.000Z,緊急地震速報,発表,最優先,2024-01-06T05:27:11+09:00
53AD18968E000168D445200000000000000000000000000000000011C5A0080,2024-01-05T20:28:00.000Z,震度,発表,優先,2024-01-06T05:28:55+09:00
53AD10968E80035C00002D1A053561894C0111800000000000000011B831CC0,2024-01-05T20:29:00.000Z,震源,発表,優先,2024-01-06T05:29:55+09:00
C6AD10968F00035DE2002D1A053561894C011180000000000000001286712E8,2024-01-05T20:30:00.000Z,震源,発表,優先,2024-01-06T05:31:15+09:00
9AAD18968F000168D445200000000000000000000000000000000013DC68AD0,2024-01-05T20:30:00.000Z,震度,発表,優先,2024-01-06T05:31:35+09:00
9AAD1096C000035C00002D79052D7BC95E0111B000000000000000118D7D47C,2024-01-05T22:00:00.000Z,震源,発表,優先,2024-01-06T07:00:35+09:00
9AAD10989B00035C00003134052361894C01115000000000000000121CA9F50,2024-01-06T04:54:00.000Z,震源,発表,優先,2024-01-06T13:54:35+09:00
9AAD1098C600035C00003189052461895E0112600000000000000011EB483BC,2024-01-06T06:12:00.000Z,震源,発表,優先,2024-01-06T15:12:23+09:00
C6AD1099CB80035C00003394052C7BC94C01112000000000000000135576FE0,2024-01-06T14:23:00.000Z,震源,発表,優先,2024-01-06T23:23:27+09:00
9AAD1099D200035C00003394052C7BC94C01112000000000000000108588BB8,2024-01-06T14:36:00.000Z,震源,発表,優先,2024-01-06T23:36:35+09:00
C6AD1899D200019CA544000000000000000000000000000000000010C12CDE4,2024-01-06T14:36:00.000Z,震度,発表,優先,2024-01-06T23:36:39+09:00
9AAD1099FD80035C000033F905217BC94C0111200000000000000013E471454,2024-01-06T15:59:00.000Z,震源,発表,優先,2024-01-07T00:59:35+09:00
C6AD109AD400035C000035A605227BC94C011120000000000000001080E65F0,2024-01-06T22:40:00.000Z,震源,発表,優先,2024-01-07T07:40:51+09:00
53AC889CB3004B240000396605347C5AC0000100000000010000001231E28A4,2024-01-07T05:38:00.000Z,緊急地震速報,発表,最優先,2024-01-07T14:38:19+09:00
9AAD189CB38001CB32440000000000000000000000000000000000106747324,2024-01-07T05:39:00.000Z,震度,発表,優先,2024-01-07T14:39:59+09:00
C6AD109CB400035C00003966052D61895E0112900000000000000012F894F44,2024-01-07T05:40:00.000Z,震源,発表,優先,2024-01-07T14:40:39+09:00
9AAD109CB480035DE2003966052D61895E0112900000000000000013DF1CB3C,2024-01-07T05:41:00.000Z,震源,発表,優先,2024-01-07T14:41:59+09:00
53AD189CB48001CB32440000000000000000000000000000000000113B42DC8,2024-01-07T05:41:00.000Z,震度,発表,優先,2024-01-07T14:42:19+09:00
53AD189CCE0001CCD24400000000000000000000000000000000001326CA0A4,2024-01-07T06:28:00.000Z,震度,発表,優先,2024-01-07T15:28:43+09:00
9AAD109CCE80035C0000399A052D61894C01115000000000000000130A66F34,2024-01-07T06:29:00.000Z,震源,発表,優先,2024-01-07T15:29:47+09:00
C6AD109CCF00035C0000399A052D61894C011150000000000000001251E6F48,2024-01-07T06:30:00.000Z,震源,発表,優先,2024-01-07T15:30:39+09:00
53AD189CCF0001CCD2440000000000000000000000000000000000128C295B8,2024-01-07T06:30:00.000Z,震度,発表,優先,2024-01-07T15:30:43+09:00
C6AD189D938001D93244000000000000000000000000000000000013B6658C4,2024-01-07T12:39:00.000Z,震度,発表,優先,2024-01-07T21:40:03+09:00
53AD109D9400035C00003B26052F61894C0111800000000000000012EDA37C8,2024-01-07T12:40:00.000Z,震源,発表,優先,2024-01-07T21:40:55+09:00
53AD109D9480035C00003B26052F61894C0111800000000000000011C7A4C08,2024-01-07T12:41:00.000Z,震源,発表,優先,2024-01-07T21:41:43+09:00
9AAD189D948001D93244000000000000000000000000000000000012209A3F0,2024-01-07T12:41:00.000Z,震度,発表,優先,2024-01-07T21:41:47+09:00
C6AD109DD700035C00003BAC05286189580111B00000000000000011ADECECC,2024-01-07T14:46:00.000Z,震源,発表,優先,2024-01-07T23:46:27+09:00
